isin,day,fwd20,fwd60,vol_change_pct
INE0PMR01017,441,-18.21410451547437,10.603754439370894,-40.33613445378151
INE0PMR01017,452,7.807404565509324,,-33.64485981308412
INE0POU01017,187,-1.1494252873563315,-14.80730223123733,-4.731182795698929
INE0POU01017,194,-7.452229299363045,-27.45222929936305,-73.00326950023354
INE0POU01017,291,-15.094339622641506,-13.207547169811317,124.60317460317461
INE0POU01017,417,-10.178117048346058,25.82697201017814,-67.67676767676767
INE0POU01017,420,-6.976744186046502,22.16142270861834,-74.86338797814207
INE0POU01017,516,-21.175030599755196,-24.11260709914321,-77.87857641311933
INE0POU01017,545,-1.3313609467455523,-14.201183431952657,-53.78787878787878
INE0POU01017,568,-18.128654970760238,,-16.000000000000004
INE0PPK01015,104,-34.985849516931786,-32.47779838001367,-48.062229366196604
INE0PPK01015,116,-14.049703473595033,0.5789325049420979,-33.8321476676007
INE0PPK01015,148,-14.599948546436837,-9.85335734499614,-36.81295198812633
INE0PPK01015,151,-10.787213068581892,-0.2253203774116308,-40.84716998516246
INE0PPK01015,154,4.817726947819878,1.8584703359542543,-33.236092791728126
INE0PQK01013,237,3.4482758620689724,2.8735632183908066,-82.61249453910004
INE0PQK01013,239,-0.8720930232558044,2.9069767441860517,-88.18897637795276
INE0PQK01013,242,-4.802259887005633,-0.28248587570621764,-87.82795698924731
INE0PQK01013,271,-8.684863523573206,-24.31761786600496,-36.47058823529412
INE0PS301014,266,13.207547169811317,49.433962264150956,-57.94392523364487
INE0PS301014,278,19.047619047619047,2.7210884353741527,-41.07142857142857
INE0PS301014,323,-13.192612137203163,-38.258575197889186,2.127659574468077
INE0PS301014,378,2.230483271375472,,5.128205128205132
INE0PSJ01011,241,14.02359108781126,,-60.31746031746032
INE0PSJ01011,243,21.410736579275902,,-58.87096774193547
INE0PTR01012,70,13.343637300360633,55.51262235960846,24.471299093655595
INE0PTR01012,73,16.374487131667294,50.36677856521201,46.209386281588436
INE0PTR01012,79,32.9183198796005,67.15008893145438,-11.748633879781423
INE0PTR01012,338,-6.182531894013743,-34.44553483807654,-88.5753478346071
INE0PTR01012,390,-0.5107526881720337,6.989247311827951,-49.74533106960951
INE0PTR01012,406,20.337046558126247,15.938303341902294,80.1762114537445
INE0PUC01020,44,4.7855100095328895,-24.499523355576734,17.903930131004376
INE0PUC01020,59,-21.644268774703555,-32.869565217391305,-34.63488843813387
INE0PUC01020,63,-23.96825396825396,-19.947089947089946,-55.944391179290506
INE0PUC01020,84,-3.3203125,22.5830078125,-13.058419243986252
INE0PUC01020,95,-5.786779434676159,7.277987981304257,-9.886240520043332
INE0PUC01020,200,-4.72859541130386,-11.919418019026295,-31.576470588235296
INE0PXD01014,340,-13.994169096209907,-30.903790087463555,-18.36734693877551
INE0PXD01014,377,-2.5751072961373467,,14.999999999999991
INE0PXD01014,396,10.550458715596323,,-4.347826086956519
